path	parent	name	id	synapseStore	contentType	used	executed	activityName	activityDescription
/home/kchen/Documents/genie_crc/data/synapse/cBioPortal_files/meta_timeline_treatment.txt	syn39802595	meta_timeline_treatment.txt	syn39802766	True	text/plain				
/home/kchen/Documents/genie_crc/data/synapse/cBioPortal_files/data_clinical_sample.txt	syn39802595	data_clinical_sample.txt	syn39802600	True	text/plain				
/home/kchen/Documents/genie_crc/data/synapse/cBioPortal_files/data_clinical_patient.txt	syn39802595	data_clinical_patient.txt	syn39802598	True	text/plain				
/home/kchen/Documents/genie_crc/data/synapse/cBioPortal_files/data_clinical_supp_survival.txt	syn39802595	data_clinical_supp_survival.txt	syn39802601	True	text/plain				
/home/kchen/Documents/genie_crc/data/synapse/cBioPortal_files/data_fusions.txt	syn39802595	data_fusions.txt	syn39802604	True	text/plain				
/home/kchen/Documents/genie_crc/data/synapse/cBioPortal_files/data_gene_panel_MSK-IMPACT341.txt	syn39802595	data_gene_panel_MSK-IMPACT341.txt	syn39802614	True	text/plain				
/home/kchen/Documents/genie_crc/data/synapse/cBioPortal_files/data_gene_panel_DFCI-ONCOPANEL-3.txt	syn39802595	data_gene_panel_DFCI-ONCOPANEL-3.txt	syn39802613	True	text/plain				
/home/kchen/Documents/genie_crc/data/synapse/cBioPortal_files/data_clinical_supp_survival_treatment.txt	syn39802595	data_clinical_supp_survival_treatment.txt	syn39802602	True	text/plain				
/home/kchen/Documents/genie_crc/data/synapse/cBioPortal_files/data_gene_matrix.txt	syn39802595	data_gene_matrix.txt	syn39802608	True	text/plain				
/home/kchen/Documents/genie_crc/data/synapse/cBioPortal_files/data_gene_panel_DFCI-ONCOPANEL-2.txt	syn39802595	data_gene_panel_DFCI-ONCOPANEL-2.txt	syn39802612	True	text/plain				
/home/kchen/Documents/genie_crc/data/synapse/cBioPortal_files/data_gene_panel_VICC-01-T7.txt	syn39802595	data_gene_panel_VICC-01-T7.txt	syn39802625	True	text/plain				
/home/kchen/Documents/genie_crc/data/synapse/cBioPortal_files/data_gene_panel_VICC-01-SOLIDTUMOR.txt	syn39802595	data_gene_panel_VICC-01-SOLIDTUMOR.txt	syn39802620	True	text/plain				
/home/kchen/Documents/genie_crc/data/synapse/cBioPortal_files/data_gene_panel_MSK-IMPACT410.txt	syn39802595	data_gene_panel_MSK-IMPACT410.txt	syn39802618	True	text/plain				
/home/kchen/Documents/genie_crc/data/synapse/cBioPortal_files/data_timeline_cancer_diagnosis.txt	syn39802595	data_timeline_cancer_diagnosis.txt	syn39802628	True	text/plain				
/home/kchen/Documents/genie_crc/data/synapse/cBioPortal_files/data_mutations_extended.txt	syn39802595	data_mutations_extended.txt	syn39802627	True	text/plain				
/home/kchen/Documents/genie_crc/data/synapse/cBioPortal_files/data_gene_panel_MSK-IMPACT468.txt	syn39802595	data_gene_panel_MSK-IMPACT468.txt	syn39802619	True	text/plain				
/home/kchen/Documents/genie_crc/data/synapse/cBioPortal_files/data_timeline_imaging.txt	syn39802595	data_timeline_imaging.txt	syn39802632	True	text/plain				
/home/kchen/Documents/genie_crc/data/synapse/cBioPortal_files/data_gene_panel_VICC-01-T5A.txt	syn39802595	data_gene_panel_VICC-01-T5A.txt	syn39802623	True	text/plain				
/home/kchen/Documents/genie_crc/data/synapse/cBioPortal_files/case_lists/cases_cnaseq.txt	syn39802781	cases_cnaseq.txt	syn39802802	True	text/plain				
/home/kchen/Documents/genie_crc/data/synapse/cBioPortal_files/case_lists/cases_cna.txt	syn39802781	cases_cna.txt	syn39802795	True	text/plain				
/home/kchen/Documents/genie_crc/data/synapse/cBioPortal_files/case_lists/cases_Colorectal_Cancer.txt	syn39802781	cases_Colorectal_Cancer.txt	syn39802787	True	text/plain				
/home/kchen/Documents/genie_crc/data/synapse/cBioPortal_files/case_lists/cases_all.txt	syn39802781	cases_all.txt	syn39802790	True	text/plain				
/home/kchen/Documents/genie_crc/data/synapse/cBioPortal_files/case_lists/cases_sequenced.txt	syn39802781	cases_sequenced.txt	syn39802805	True	text/plain				
